sex,sat_v,sat_m,sat_sum,hs_gpa,fy_gpa
2.0,51.0,70.0,84.0,3.8232672810554504,3.9938771724700928
2.0,51.0,30.0,54.0,3.47831848859787,3.9790687561035156
2.0,60.0,76.0,122.0,3.8369188547134403,3.9960455894470215
2.0,26.0,76.0,111.0,3.039638340473175,1.8733534812927246
1.0,73.0,77.0,136.0,3.9933617949485782,2.4997501373291016
1.0,38.0,65.0,82.0,3.322103977203369,0.0035968292504549026
2.0,52.0,38.0,123.0,3.955517220497131,1.0324434041976929
2.0,44.0,73.0,141.0,3.9897554516792297,3.956321954727173
2.0,68.0,51.0,118.0,3.5838270425796512,0.24322755634784698
2.0,73.0,73.0,144.0,3.421560609340668,3.99591064453125
2.0,42.0,49.0,87.0,2.066927705705166,2.1801540851593018
2.0,40.0,53.0,112.0,3.9922558426857,3.989638566970825
2.0,40.0,70.0,71.0,3.9996296882629396,3.9940378665924072
1.0,49.0,66.0,109.0,3.139466726779938,3.9442763328552246
2.0,31.0,37.0,143.0,1.814198453258723,2.043815851211548
1.0,76.0,76.0,134.0,3.921835637092591,2.627695083618164
2.0,68.0,56.0,60.0,3.9093216180801393,2.245746374130249
1.0,61.0,69.0,143.0,3.7178395032882694,3.9727206230163574
1.0,71.0,47.0,60.0,2.937772059440613,0.0022665802389383316
2.0,75.0,50.0,111.0,3.9947200417518616,3.981736898422241
2.0,65.0,53.0,143.0,3.923214995861054,3.954970359802246
1.0,72.0,72.0,58.0,2.924932837486267,3.3247358798980713
1.0,75.0,64.0,99.0,3.857475221157074,3.9870965480804443
2.0,63.0,29.0,53.0,2.1400339990854262,3.9962732791900635
2.0,74.0,77.0,89.0,3.998635458946228,3.7300941944122314
2.0,28.0,49.0,139.0,3.8810123085975645,3.787566661834717
2.0,53.0,45.0,135.0,2.070989874005318,3.9872021675109863
1.0,60.0,30.0,86.0,2.691288423538208,3.960047960281372
2.0,66.0,72.0,140.0,3.9894130706787108,3.8993871212005615
2.0,28.0,54.0,142.0,3.997940337657929,3.986482620239258
2.0,75.0,40.0,105.0,3.949497425556183,3.996917724609375
2.0,50.0,45.0,63.0,3.8827103137969976,3.4988813400268555
2.0,63.0,44.0,140.0,3.9794511079788206,3.924034595489502
2.0,29.0,48.0,99.0,3.824002659320832,3.994141101837158
1.0,72.0,76.0,142.0,3.9889402151107793,3.987964630126953
1.0,69.0,68.0,68.0,3.815252339839936,2.306408405303955
1.0,43.0,59.0,112.0,3.524196493625641,0.9823558926582336
2.0,50.0,35.0,59.0,2.28283411860466,0.30029717087745667
1.0,66.0,69.0,144.0,3.2654365777969363,2.8705148696899414
1.0,75.0,74.0,142.0,3.9097525119781498,3.9981436729431152
1.0,45.0,69.0,56.0,3.7383207321166996,0.10308831930160522
1.0,75.0,76.0,144.0,3.9982220053672792,3.991995096206665
2.0,67.0,31.0,60.0,3.9824059963226324,0.02094952203333378
1.0,76.0,75.0,142.0,3.9978856563568117,3.185410261154175
2.0,75.0,71.0,119.0,3.8572566270828252,3.3515355587005615
1.0,72.0,76.0,110.0,3.9884200215339662,0.8216281533241272
2.0,69.0,31.0,53.0,2.4313084065914152,0.007178246043622494
2.0,60.0,48.0,92.0,3.9974197506904607,3.947951316833496
1.0,24.0,69.0,139.0,2.343371564149857,0.888482928276062
2.0,39.0,43.0,55.0,2.3393736660480497,2.4929964542388916
2.0,69.0,75.0,143.0,3.996654999256134,3.0657010078430176
1.0,26.0,54.0,138.0,1.9071855373680593,1.3066041469573975
1.0,55.0,51.0,121.0,3.8253367781639103,3.3042943477630615
1.0,30.0,51.0,71.0,2.0581550285220147,3.9828808307647705
1.0,71.0,49.0,139.0,3.9113807559013365,1.7998679876327515
2.0,32.0,56.0,132.0,3.6788161993026733,3.243133544921875
2.0,75.0,75.0,133.0,3.994274854660034,3.4342424869537354
1.0,58.0,42.0,55.0,1.8214986763894558,2.532304048538208
2.0,49.0,32.0,120.0,3.8603067159652715,3.8999345302581787
2.0,65.0,57.0,64.0,3.844739329814911,3.7033684253692627
1.0,46.0,53.0,138.0,3.9828437089920046,1.3664509057998657
2.0,74.0,76.0,144.0,3.9682083964347843,3.9646918773651123
2.0,71.0,31.0,144.0,3.9572436809539795,3.9978201389312744
1.0,74.0,53.0,93.0,3.9171317338943483,2.6493990421295166
2.0,74.0,76.0,144.0,3.9980725169181826,3.901188611984253
2.0,74.0,31.0,54.0,3.5773367524147037,0.191693514585495
2.0,34.0,59.0,115.0,2.95738822221756,3.9226913452148438
2.0,57.0,76.0,144.0,3.999838185310364,3.8707923889160156
2.0,54.0,46.0,81.0,3.8746094822883608,3.998105525970459
1.0,65.0,37.0,142.0,3.8254819393157957,3.929807424545288
1.0,39.0,41.0,110.0,3.932349133491516,0.3711204528808594
1.0,76.0,76.0,121.0,2.2247326135635377,3.7186672687530518
1.0,40.0,73.0,142.0,3.9652709484100344,3.991492748260498
1.0,55.0,50.0,70.0,3.5401520252227785,2.8829641342163086
1.0,36.0,36.0,131.0,3.6178654313087466,3.963602066040039
2.0,37.0,49.0,57.0,3.8814960479736333,3.9348175525665283
1.0,76.0,76.0,142.0,3.921391105651856,3.787479877471924
2.0,49.0,36.0,63.0,3.918270862102509,3.9034156799316406
1.0,33.0,32.0,53.0,1.8598088901489973,0.06477464735507965
1.0,75.0,76.0,61.0,3.9210548877716063,0.1153918132185936
1.0,75.0,60.0,80.0,2.208409360051155,3.6545000076293945
1.0,56.0,36.0,61.0,3.814047777652741,3.8506693840026855
2.0,56.0,72.0,141.0,3.9381849527359014,1.44297194480896
1.0,65.0,72.0,130.0,3.994768035411835,3.6584646701812744
2.0,74.0,68.0,134.0,3.9998672962188726,3.992126703262329
2.0,67.0,75.0,141.0,3.9793892145156864,3.9624838829040527
1.0,74.0,30.0,95.0,3.028667724132538,1.8126214742660522
1.0,61.0,76.0,132.0,3.99235759973526,3.983381986618042
1.0,76.0,76.0,143.0,3.997531473636627,2.8148396015167236
1.0,70.0,75.0,144.0,3.9791092514991764,3.942044258117676
1.0,40.0,74.0,144.0,2.184836506843567,3.8829429149627686
1.0,72.0,57.0,83.0,3.3861045718193057,0.009064414538443089
2.0,27.0,32.0,60.0,2.0730020999908447,3.702267646789551
1.0,69.0,53.0,87.0,3.4584235429763797,3.89481782913208
1.0,75.0,76.0,134.0,2.5230086863040926,0.5535467863082886
2.0,74.0,55.0,141.0,3.99082704782486,3.778043746948242
2.0,44.0,35.0,140.0,2.6219449937343597,3.9758455753326416
1.0,32.0,76.0,144.0,3.999461448192597,3.9998631477355957
2.0,46.0,77.0,141.0,3.997524917125702,0.6190280914306641
2.0,61.0,70.0,62.0,3.5664221286773685,3.1518518924713135
1.0,70.0,57.0,144.0,1.8206142891198398,2.6260135173797607
2.0,69.0,30.0,85.0,1.82243194244802,3.9804606437683105
2.0,54.0,57.0,101.0,3.9949202775955204,1.1723461151123047
2.0,48.0,46.0,63.0,1.9381102308630944,3.903759479522705
2.0,51.0,43.0,75.0,3.832164072990418,3.4739062786102295
2.0,26.0,34.0,115.0,3.7917429208755493,3.8918869495391846
1.0,75.0,77.0,144.0,3.9959095239639284,3.8669230937957764
1.0,72.0,69.0,144.0,3.99387674331665,1.0998735427856445
1.0,61.0,61.0,116.0,3.96609103679657,3.964928388595581
1.0,47.0,52.0,100.0,3.4669934272766114,3.9239892959594727
1.0,55.0,68.0,100.0,3.964118707180023,3.3042004108428955
2.0,39.0,29.0,54.0,1.8105788197368384,2.8277764320373535
2.0,73.0,49.0,57.0,3.82694548368454,3.9564197063446045
2.0,73.0,77.0,117.0,3.999894833564759,3.913877487182617
2.0,49.0,41.0,105.0,2.8999428272247316,0.13857121765613556
2.0,40.0,44.0,133.0,3.9953392386436466,3.9626224040985107
1.0,36.0,35.0,75.0,2.7910287559032443,0.08715727925300598
2.0,65.0,71.0,144.0,3.5824773192405703,0.5208896994590759
1.0,60.0,77.0,143.0,3.9805263757705687,3.9552435874938965
1.0,25.0,46.0,56.0,2.0562455266714097,3.198756217956543
1.0,27.0,72.0,119.0,3.749561083316803,0.842847466468811
2.0,38.0,62.0,139.0,3.879074203968048,3.995946168899536
2.0,32.0,62.0,130.0,3.991003680229187,3.5725815296173096
1.0,41.0,65.0,138.0,1.822205201908946,3.989091634750366
1.0,38.0,30.0,89.0,1.8065751616377383,3.8617818355560303
2.0,73.0,51.0,117.0,3.9412021279335026,3.9642865657806396
1.0,57.0,55.0,75.0,3.525801265239716,1.1843417882919312
2.0,73.0,31.0,54.0,1.8361953906714916,3.920715093612671
2.0,53.0,30.0,53.0,3.5409668684005737,0.39418354630470276
2.0,76.0,66.0,67.0,3.9213605523109436,3.8576834201812744
1.0,74.0,63.0,94.0,3.111051857471466,0.18138661980628967
2.0,64.0,75.0,136.0,3.7898298621177675,0.40803536772727966
2.0,53.0,50.0,123.0,3.9971529006958013,3.2063841819763184
2.0,75.0,75.0,84.0,3.963489282131195,3.979517936706543
2.0,49.0,31.0,76.0,2.3955789625644686,3.8215882778167725
2.0,32.0,30.0,54.0,2.3246457099914553,3.810450315475464
1.0,74.0,73.0,59.0,1.8516013473272324,0.20880410075187683
1.0,55.0,50.0,141.0,3.8401388883590704,3.989837884902954
1.0,70.0,70.0,123.0,1.9444877818226816,3.7953505516052246
1.0,74.0,34.0,77.0,3.925553703308106,1.3399367332458496
1.0,72.0,36.0,140.0,2.4245627403259276,3.620086431503296
1.0,26.0,65.0,143.0,3.9659791827201847,3.970184564590454
1.0,74.0,76.0,144.0,3.998022294044495,3.9915683269500732
1.0,43.0,73.0,140.0,3.7674320340156555,3.9643807411193848
2.0,63.0,41.0,132.0,2.6765272259712223,3.8852121829986572
2.0,24.0,42.0,85.0,3.764648532867432,3.996999979019165
2.0,43.0,44.0,54.0,3.1498985290527344,0.6199038624763489
1.0,63.0,38.0,57.0,2.10422023832798,0.033999111503362656
2.0,74.0,49.0,126.0,3.9814197659492496,3.472975730895996
1.0,49.0,70.0,142.0,3.2237513303756717,3.983833074569702
1.0,66.0,75.0,143.0,3.9970203280448917,3.9426727294921875
1.0,72.0,72.0,144.0,3.9998709678649904,3.9778149127960205
1.0,67.0,57.0,67.0,3.980394196510315,0.0009181913919746876
2.0,72.0,40.0,139.0,3.8842728614807127,3.4553370475769043
1.0,31.0,29.0,53.0,2.719130122661591,2.962594747543335
1.0,45.0,71.0,141.0,3.944771099090576,1.5436937808990479
2.0,63.0,33.0,65.0,3.9679345965385435,3.7786412239074707
1.0,58.0,76.0,142.0,3.87895382642746,3.998758316040039
2.0,70.0,73.0,138.0,3.5183264493942263,1.6661787033081055
2.0,65.0,35.0,56.0,2.768295168876648,0.02368016727268696
2.0,66.0,32.0,63.0,2.26594811975956,3.219860553741455
1.0,42.0,63.0,87.0,1.8717311963438987,3.889533758163452
1.0,68.0,73.0,117.0,3.9714136123657227,3.9872653484344482
